,GO,Cluster,Function
1708,GO:0043157,23,P:response to cation stress
1709,GO:1901398,23,P:regulation of transforming growth factor beta3 activation
1710,GO:0106288,23,P:regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA
1711,GO:0039521,23,P:suppression by virus of host autophagy
1712,GO:0072141,23,P:renal interstitial fibroblast development
1713,GO:0021558,23,P:trochlear nerve development
1714,GO:0015854,23,P:guanine transport
1715,GO:0035364,23,P:thymine transport
1716,GO:1902969,23,P:mitotic DNA replication
1717,GO:0030704,23,P:vitelline membrane formation
1718,GO:0060121,23,P:vestibular receptor cell stereocilium organization
1719,GO:0051307,23,P:meiotic chromosome separation
1720,GO:0018200,23,P:peptidyl-glutamic acid modification
1721,GO:1902983,23,P:DNA strand elongation involved in mitotic DNA replication
1722,GO:0045137,23,P:development of primary sexual characteristics
1723,GO:0097327,23,P:response to antineoplastic agent
1724,GO:0055048,23,P:anastral spindle assembly
1725,GO:0055071,23,P:manganese ion homeostasis
1726,GO:0021685,23,P:cerebellar granular layer structural organization
1727,GO:0140493,23,P:very long-chain fatty acid beta-oxidation
1728,GO:0099565,23,"P:chemical synaptic transmission, postsynaptic"
1729,GO:2000689,23,P:actomyosin contractile ring assembly actin filament organization
1730,GO:0043933,23,P:protein-containing complex organization
1731,GO:2000983,23,P:regulation of ATP citrate synthase activity
1732,GO:1900753,23,P:doxorubicin transport
1733,GO:0051878,23,P:lateral element assembly
1734,GO:0060459,23,P:left lung development
1735,GO:0009949,23,P:polarity specification of anterior/posterior axis
1736,GO:0060516,23,P:primary prostatic bud elongation
1737,GO:0060685,23,P:regulation of prostatic bud formation
1738,GO:0060458,23,P:right lung development
1739,GO:0060439,23,P:trachea morphogenesis
1740,GO:1905327,23,P:tracheoesophageal septum formation
1741,GO:0072172,23,P:mesonephric tubule formation
1742,GO:0099088,23,P:axonal transport of messenger ribonucleoprotein complex
1743,GO:1903798,23,P:regulation of miRNA maturation
1744,GO:0070921,23,P:regulation of siRNA production
1745,GO:0046782,23,P:regulation of viral transcription
1746,GO:0042275,23,P:error-free postreplication DNA repair
1747,GO:0098828,23,P:modulation of inhibitory postsynaptic potential
1748,GO:0001909,23,P:leukocyte mediated cytotoxicity
1749,GO:0036333,23,P:hepatocyte homeostasis
1750,GO:0098727,23,P:maintenance of cell number
1751,GO:0042938,23,P:dipeptide transport
1752,GO:0003128,23,P:heart field specification
1753,GO:0002524,23,P:hypersensitivity
1754,GO:0036339,23,P:lymphocyte adhesion to endothelial cell of high endothelial venule
1755,GO:0061974,23,P:perichondral bone morphogenesis
1756,GO:1990823,23,P:response to leukemia inhibitory factor
1757,GO:0060792,23,P:sweat gland development
1758,GO:0070253,23,P:somatostatin secretion
1759,GO:0051630,23,P:acetylcholine uptake
1760,GO:0010722,23,P:regulation of ferrochelatase activity
1761,GO:0002420,23,P:natural killer cell mediated cytotoxicity directed against tumor cell target
1762,GO:0099551,23,"P:trans-synaptic signaling by neuropeptide, modulating synaptic transmission"
1763,GO:0010092,23,P:specification of animal organ identity
1764,GO:0072213,23,P:metanephric capsule development
1765,GO:0072267,23,P:metanephric capsule specification
1766,GO:0072076,23,P:nephrogenic mesenchyme development
1767,GO:0071680,23,P:response to indole-3-methanol
1768,GO:0051029,23,P:rRNA transport
1769,GO:0061824,23,P:cytosolic ciliogenesis
1770,GO:0140591,23,P:nuclear envelope budding
1771,GO:0021956,23,P:central nervous system interneuron axonogenesis
1772,GO:0021936,23,P:regulation of cerebellar granule cell precursor proliferation
1773,GO:0043251,23,P:sodium-dependent organic anion transport
1774,GO:0021830,23,P:interneuron migration from the subpallium to the cortex
1775,GO:2000118,23,P:regulation of sodium-dependent phosphate transport
1776,GO:0003330,23,P:regulation of extracellular matrix constituent secretion
1777,GO:1990438,23,P:U6 2'-O-snRNA methylation
1778,GO:0097045,23,P:phosphatidylserine exposure on blood platelet
1779,GO:0099158,23,P:regulation of recycling endosome localization within postsynapse
1780,GO:0061526,23,P:acetylcholine secretion
1781,GO:0032475,23,P:otolith formation
1782,GO:0044774,23,P:mitotic DNA integrity checkpoint signaling
1783,GO:0033215,23,P:reductive iron assimilation
1784,GO:0086069,23,P:bundle of His cell to Purkinje myocyte communication
1785,GO:0036292,23,P:DNA rewinding
1786,GO:0055111,23,P:ingression involved in gastrulation with mouth forming second
1787,GO:0097370,23,P:protein O-GlcNAcylation via threonine
1788,GO:1904887,23,P:Wnt signalosome assembly
1789,GO:0030473,23,P:nuclear migration along microtubule
1790,GO:0097298,23,P:regulation of nucleus size
1791,GO:1901668,23,P:regulation of superoxide dismutase activity
1792,GO:1902389,23,P:ceramide 1-phosphate transport
1793,GO:0006756,23,P:AMP phosphorylation
1794,GO:0061566,23,P:CMP phosphorylation
1795,GO:0061565,23,P:dAMP phosphorylation
1796,GO:0061567,23,P:dCMP phosphorylation
1797,GO:0120221,23,P:maintenance of ciliary planar beating movement pattern
1798,GO:0030961,23,P:peptidyl-arginine hydroxylation
1799,GO:0035600,23,P:tRNA methylthiolation
1800,GO:0006480,23,P:N-terminal protein amino acid methylation
1801,GO:0060147,23,P:regulation of post-transcriptional gene silencing
1802,GO:0051638,23,P:barbed-end actin filament uncapping
1803,GO:0120323,23,P:lipid ubiquitination
1804,GO:0061339,23,P:establishment or maintenance of monopolar cell polarity
1805,GO:0060620,23,P:regulation of cholesterol import
1806,GO:0035039,23,P:male pronucleus assembly
1807,GO:1990755,23,P:mitotic spindle microtubule depolymerization
1808,GO:0090132,23,P:epithelium migration
1809,GO:0061588,23,P:calcium activated phospholipid scrambling
1810,GO:1901623,23,P:regulation of lymphocyte chemotaxis
1811,GO:0035261,23,P:external genitalia morphogenesis
1812,GO:0061780,23,P:mitotic cohesin loading
1813,GO:0070078,23,P:histone H3-R2 demethylation
1814,GO:0070079,23,P:histone H4-R3 demethylation
1815,GO:0018395,23,P:peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
1816,GO:0034470,23,P:ncRNA processing
1817,GO:0036445,23,P:neuronal stem cell division
1818,GO:1990697,23,P:protein depalmitoleylation
1819,GO:0140235,23,P:RNA polyadenylation at postsynapse
1820,GO:1904683,23,P:regulation of metalloendopeptidase activity
1821,GO:0110030,23,P:regulation of G2/MI transition of meiotic cell cycle
1822,GO:0034439,23,P:lipoprotein lipid oxidation
1823,GO:0043143,23,P:regulation of translation by machinery localization
1824,GO:0007604,23,"P:phototransduction, UV"
1825,GO:0070084,23,P:protein initiator methionine removal
1826,GO:1904729,23,P:regulation of intestinal lipid absorption
1827,GO:0044726,23,P:maintenance of DNA methylation at imprinted genes
1828,GO:0060648,23,P:mammary gland bud morphogenesis
1829,GO:0034355,23,P:NAD salvage
1830,GO:0016269,23,"P:O-glycan processing, core 3"
1831,GO:0160054,23,P:microfibril assembly
1832,GO:1901207,23,P:regulation of heart looping
1833,GO:0046546,23,P:development of primary male sexual characteristics
1834,GO:0015805,23,P:S-adenosyl-L-methionine transport
1835,GO:0021687,23,P:cerebellar molecular layer morphogenesis
1836,GO:0110026,23,P:regulation of DNA strand resection involved in replication fork processing
1837,GO:0014052,23,P:regulation of gamma-aminobutyric acid secretion
1838,GO:0040031,23,P:snRNA modification
1839,GO:0019918,23,"P:peptidyl-arginine methylation, to symmetrical-dimethyl arginine"
1840,GO:0097476,23,P:spinal cord motor neuron migration
1841,GO:0035992,23,P:tendon formation
1842,GO:0140354,23,P:lipid import into cell
1843,GO:0071908,23,P:determination of intestine left/right asymmetry
1844,GO:0071909,23,P:determination of stomach left/right asymmetry
1845,GO:2000167,23,P:regulation of planar cell polarity pathway involved in neural tube closure
1846,GO:0021509,23,P:roof plate formation
1847,GO:0060232,23,P:delamination
1848,GO:0060234,23,P:neuroblast delamination
1849,GO:0071922,23,P:regulation of cohesin loading
1850,GO:0002100,23,P:tRNA wobble adenosine to inosine editing
1851,GO:0055113,23,P:epiboly involved in gastrulation with mouth forming second
1852,GO:0060481,23,P:lobar bronchus epithelium development
1853,GO:0018021,23,P:peptidyl-histidine methylation
1854,GO:0022607,23,P:cellular component assembly
1855,GO:0098725,23,P:symmetric cell division
1856,GO:0032023,23,P:trypsinogen activation
1857,GO:0140253,23,P:cell-cell fusion
1858,GO:0021503,23,P:neural fold bending
1859,GO:0032196,23,P:transposition
1860,GO:0080121,23,P:AMP transport
1861,GO:0097213,23,P:regulation of lysosomal membrane permeability
1862,GO:1902415,23,P:regulation of mRNA binding
1863,GO:0044725,23,P:chromatin reprogramming in the zygote
1864,GO:1904328,23,P:regulation of myofibroblast contraction
1865,GO:0015744,23,P:succinate transport
1866,GO:0071622,23,P:regulation of granulocyte chemotaxis
1867,GO:0031125,23,P:rRNA 3'-end processing
1868,GO:0021563,23,P:glossopharyngeal nerve development
1869,GO:0021564,23,P:vagus nerve development
1870,GO:0009914,23,P:hormone transport
1871,GO:1904997,23,P:regulation of leukocyte adhesion to arterial endothelial cell
1872,GO:0048073,23,P:regulation of eye pigmentation
1873,GO:0110051,23,P:metabolite repair
1874,GO:0043063,23,P:intercellular bridge organization
1875,GO:1904152,23,"P:regulation of retrograde protein transport, ER to cytosol"
1876,GO:0046649,23,P:lymphocyte activation
1877,GO:0002295,23,P:T-helper cell lineage commitment
1878,GO:0036179,23,P:osteoclast maturation
1879,GO:0060330,23,P:regulation of response to type II interferon
1880,GO:0098813,23,P:nuclear chromosome segregation
1881,GO:0035946,23,P:mitochondrial mRNA surveillance
1882,GO:0035945,23,P:mitochondrial ncRNA surveillance
1883,GO:2000827,23,P:mitochondrial RNA surveillance
1884,GO:0097310,23,P:cap2 mRNA methylation
1885,GO:0036351,23,P:histone H2A-K13 ubiquitination
1886,GO:0036352,23,P:histone H2A-K15 ubiquitination
1887,GO:1905349,23,P:ciliary transition zone assembly
1888,GO:0043954,23,P:cellular component maintenance
1889,GO:1900239,23,P:regulation of phenotypic switching
1890,GO:0060431,23,P:primary lung bud formation
1891,GO:0042352,23,P:GDP-L-fucose salvage
1892,GO:1903350,23,P:response to dopamine
1893,GO:0070267,23,P:oncosis
1894,GO:0035844,23,P:cloaca development
1895,GO:0070121,23,P:Kupffer's vesicle development
1896,GO:0039023,23,P:pronephric duct morphogenesis
1897,GO:0039008,23,P:pronephric nephron tubule morphogenesis
1898,GO:0048611,23,P:embryonic ectodermal digestive tract development
1899,GO:0043383,23,P:negative T cell selection
1900,GO:0034474,23,P:U2 snRNA 3'-end processing
1901,GO:0048789,23,P:cytoskeletal matrix organization at active zone
1902,GO:0097115,23,P:neurexin clustering involved in presynaptic membrane assembly
1903,GO:1905048,23,P:regulation of metallopeptidase activity
1904,GO:1905355,23,P:spine apparatus assembly
1905,GO:0071031,23,P:nuclear mRNA surveillance of mRNA 3'-end processing
1906,GO:0098038,23,"P:non-replicative transposition, DNA-mediated"
1907,GO:0090246,23,P:convergent extension involved in somitogenesis
1908,GO:0055082,23,P:intracellular chemical homeostasis
1909,GO:0089708,23,P:L-histidine transmembrane export from vacuole
1910,GO:0090220,23,P:chromosome localization to nuclear envelope involved in homologous chromosome segregation
1911,GO:0090172,23,P:microtubule cytoskeleton organization involved in homologous chromosome segregation
1912,GO:0034397,23,P:telomere localization
1913,GO:0042543,23,P:protein N-linked glycosylation via arginine
1914,GO:2000209,23,P:regulation of anoikis
1915,GO:0006844,23,P:acyl carnitine transport
1916,GO:0070060,23,P:'de novo' actin filament nucleation
1917,GO:0140329,23,P:lysophospholipid translocation
1918,GO:0021528,23,P:commissural neuron differentiation in spinal cord
1919,GO:0046713,23,P:borate transport
1920,GO:0140570,23,P:extraction of mislocalized protein from mitochondrial outer membrane
1921,GO:0071050,23,P:sno(s)RNA polyadenylation
1922,GO:0035611,23,P:protein branching point deglutamylation
1923,GO:0051631,23,P:regulation of acetylcholine uptake
1924,GO:0060623,23,P:regulation of chromosome condensation
1925,GO:1901594,23,P:response to capsazepine
1926,GO:1904220,23,P:regulation of serine C-palmitoyltransferase activity
1927,GO:0007630,23,P:jump response
1928,GO:1902838,23,P:regulation of nuclear migration along microtubule
1929,GO:1903775,23,P:regulation of DNA double-strand break processing
1930,GO:0021592,23,P:fourth ventricle development
1931,GO:0021993,23,P:initiation of neural tube closure
1932,GO:0098542,23,P:defense response to other organism
1933,GO:0048560,23,P:establishment of anatomical structure orientation
1934,GO:0048621,23,P:post-embryonic digestive tract morphogenesis
1935,GO:0048389,23,P:intermediate mesoderm development
1936,GO:0072259,23,P:metanephric interstitial fibroblast development
1937,GO:0072234,23,P:metanephric nephron tubule development
1938,GO:0072268,23,P:pattern specification involved in metanephros development
1939,GO:0072168,23,P:specification of anterior mesonephric tubule identity
1940,GO:0072169,23,P:specification of posterior mesonephric tubule identity
1941,GO:0046963,23,P:3'-phosphoadenosine 5'-phosphosulfate transport
1942,GO:0051308,23,P:male meiosis chromosome separation
1943,GO:0000966,23,P:RNA 5'-end processing
1944,GO:0035695,23,P:mitophagy by induced vacuole formation
1945,GO:0097222,23,P:mitochondrial mRNA polyadenylation
1946,GO:0035927,23,P:RNA import into mitochondrion
1947,GO:0061960,23,P:regulation of heme oxygenase activity
1948,GO:0099504,23,P:synaptic vesicle cycle
1949,GO:0051336,23,P:regulation of hydrolase activity
1950,GO:0140231,23,P:anterograde axonal transport of neurotransmitter receptor complex
1951,GO:0010446,23,P:response to alkaline pH
1952,GO:0002946,23,P:tRNA C5-cytosine methylation
1953,GO:0015801,23,P:aromatic amino acid transport
1954,GO:0046867,23,P:carotenoid transport
1955,GO:0032329,23,P:serine transport
1956,GO:0090364,23,P:regulation of proteasome assembly
1957,GO:0071166,23,P:ribonucleoprotein complex localization
1958,GO:0051311,23,P:meiotic metaphase plate congression
1959,GO:0090144,23,P:mitochondrial nucleoid organization
1960,GO:0110075,23,P:regulation of ferroptosis
1961,GO:0097502,23,P:mannosylation
1962,GO:0098939,23,P:dendritic transport of mitochondrion
1963,GO:0043363,23,P:nucleate erythrocyte differentiation
1964,GO:0002574,23,P:thrombocyte differentiation
1965,GO:0009444,23,P:pyruvate oxidation
1966,GO:0032990,23,P:cell part morphogenesis
1967,GO:0046814,23,P:coreceptor-mediated virion attachment to host cell
1968,GO:0043049,23,P:otic placode formation
1969,GO:0002786,23,P:regulation of antibacterial peptide production
1970,GO:0090500,23,P:endocardial cushion to mesenchymal transition
1971,GO:0106227,23,P:peptidyl-lysine glutarylation
1972,GO:0043134,23,P:regulation of hindgut contraction
1973,GO:0070486,23,P:leukocyte aggregation
1974,GO:0003335,23,P:corneocyte development
1975,GO:0015723,23,P:bilirubin transport
1976,GO:0035239,23,P:tube morphogenesis
1977,GO:0150115,23,P:cell-substrate junction organization
1978,GO:1901423,23,P:response to benzene
1979,GO:1904353,23,P:regulation of telomere capping
1980,GO:0106047,23,P:polyamine deacetylation
1981,GO:0106048,23,P:spermidine deacetylation
1982,GO:0090615,23,P:mitochondrial mRNA processing
1983,GO:0036085,23,P:GDP-fucose import into Golgi lumen
1984,GO:0034203,23,P:glycolipid translocation
1985,GO:0035282,23,P:segmentation
1986,GO:1901148,23,P:gene expression involved in extracellular matrix organization
1987,GO:0048264,23,P:determination of ventral identity
1988,GO:0035801,23,P:adrenal cortex development
1989,GO:0090177,23,P:establishment of planar polarity involved in neural tube closure
1990,GO:0071951,23,P:conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
1991,GO:0010879,23,P:cholesterol transport involved in cholesterol storage
1992,GO:1904983,23,P:glycine import into mitochondrion
1993,GO:0033045,23,P:regulation of sister chromatid segregation
1994,GO:1903850,23,P:regulation of cristae formation
1995,GO:0051658,23,P:maintenance of nucleus location
1996,GO:0044779,23,P:meiotic spindle checkpoint signaling
1997,GO:0032920,23,P:putrescine acetylation
1998,GO:0032919,23,P:spermine acetylation
1999,GO:0007225,23,P:patched ligand maturation
2000,GO:1990700,23,P:nucleolar chromatin organization
2001,GO:0018142,23,P:protein-DNA covalent cross-linking
2002,GO:1900276,23,P:regulation of proteinase activated receptor activity
2003,GO:0007147,23,P:female meiosis II
2004,GO:0060097,23,"P:cytoskeletal rearrangement involved in phagocytosis, engulfment"
2005,GO:0034642,23,P:mitochondrion migration along actin filament
2006,GO:1990758,23,P:mitotic sister chromatid biorientation
2007,GO:0035932,23,P:aldosterone secretion
2008,GO:0090389,23,P:phagosome-lysosome fusion involved in apoptotic cell clearance
2009,GO:0036166,23,P:phenotypic switching
2010,GO:0001770,23,P:establishment of natural killer cell polarity
2011,GO:1902349,23,P:response to chloroquine
2012,GO:0097712,23,"P:vesicle targeting, trans-Golgi to periciliary membrane compartment"
2013,GO:0061865,23,P:polarized secretion of basement membrane proteins in epithelium
2014,GO:0140450,23,P:protein targeting to Golgi apparatus
2015,GO:1990297,23,P:renal amino acid absorption
2016,GO:0098829,23,P:intestinal folate absorption
2017,GO:0030037,23,P:actin filament reorganization involved in cell cycle
2018,GO:2000380,23,P:regulation of mesoderm development
2019,GO:0042748,23,"P:circadian sleep/wake cycle, non-REM sleep"
2020,GO:0001680,23,P:tRNA 3'-terminal CCA addition
2021,GO:1903294,23,"P:regulation of glutamate secretion, neurotransmission"
2022,GO:2000331,23,P:regulation of terminal button organization
2023,GO:0021831,23,P:embryonic olfactory bulb interneuron precursor migration
2024,GO:1902855,23,P:regulation of non-motile cilium assembly
2025,GO:0009452,23,P:7-methylguanosine RNA capping
2026,GO:0022613,23,P:ribonucleoprotein complex biogenesis
2027,GO:0060802,23,P:epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification
2028,GO:0033505,23,P:floor plate morphogenesis
2029,GO:0010085,23,P:polarity specification of proximal/distal axis
2030,GO:1904373,23,P:response to kainic acid
2031,GO:1904386,23,P:response to L-phenylalanine derivative
2032,GO:0051595,23,P:response to methylglyoxal
2033,GO:0061300,23,P:cerebellum vasculature development
2034,GO:0051366,23,P:protein decanoylation
2035,GO:0000160,23,P:phosphorelay signal transduction system
2036,GO:0097210,23,P:response to gonadotropin-releasing hormone
2037,GO:0018352,23,P:protein-pyridoxal-5-phosphate linkage
2038,GO:0048894,23,P:efferent axon development in a lateral line nerve
2039,GO:0021723,23,P:medullary reticular formation development
2040,GO:0048486,23,P:parasympathetic nervous system development
2041,GO:0061452,23,P:retrotrapezoid nucleus neuron differentiation
2042,GO:0140041,23,P:cellular detoxification of methylglyoxal
2043,GO:0050787,23,P:detoxification of mercury ion
2044,GO:0036531,23,P:glutathione deglycation
2045,GO:0106044,23,P:guanine deglycation
2046,GO:0106046,23,"P:guanine deglycation, glyoxal removal"
2047,GO:0106045,23,"P:guanine deglycation, methylglyoxal removal"
2048,GO:0036527,23,P:peptidyl-arginine deglycation
2049,GO:0036526,23,P:peptidyl-cysteine deglycation
2050,GO:0036528,23,P:peptidyl-lysine deglycation
2051,GO:0036529,23,"P:protein deglycation, glyoxal removal"
2052,GO:0036530,23,"P:protein deglycation, methylglyoxal removal"
2053,GO:1902903,23,P:regulation of supramolecular fiber organization
2054,GO:0071600,23,P:otic vesicle morphogenesis
2055,GO:0030264,23,P:nuclear fragmentation involved in apoptotic nuclear change
2056,GO:0043132,23,P:NAD transport
2057,GO:0051709,23,P:regulation of killing of cells of another organism
2058,GO:0022406,23,P:membrane docking
2059,GO:1904580,23,P:regulation of intracellular mRNA localization
2060,GO:0072285,23,P:mesenchymal to epithelial transition involved in metanephric renal vesicle formation
2061,GO:2000826,23,P:regulation of heart morphogenesis
2062,GO:0007371,23,P:ventral midline determination
2063,GO:0009682,23,P:induced systemic resistance
2064,GO:2000338,23,P:regulation of chemokine (C-X-C motif) ligand 1 production
2065,GO:0002238,23,P:response to molecule of fungal origin
2066,GO:0061377,23,P:mammary gland lobule development
2067,GO:0021767,23,P:mammillary body development
2068,GO:0061374,23,P:mammillothalamic axonal tract development
2069,GO:0071105,23,P:response to interleukin-11
2070,GO:0021602,23,P:cranial nerve morphogenesis
2071,GO:0140074,23,P:cardiac endothelial to mesenchymal transition
2072,GO:0072684,23,"P:mitochondrial tRNA 3'-trailer cleavage, endonucleolytic"
2073,GO:0051341,23,P:regulation of oxidoreductase activity
2074,GO:0090135,23,P:actin filament branching
2075,GO:0140916,23,P:zinc ion import into lysosome
2076,GO:0140917,23,P:zinc ion import into mitochondrion
2077,GO:0140914,23,P:zinc ion import into secretory vesicle
2078,GO:0140915,23,P:zinc ion import into zymogen granule
2079,GO:0003259,23,P:cardioblast anterior-lateral migration
2080,GO:0060975,23,P:cardioblast migration to the midline involved in heart field formation
2081,GO:0003236,23,P:sinus venosus morphogenesis
2082,GO:0060857,23,P:establishment of glial blood-brain barrier
2083,GO:0070625,23,P:zymogen granule exocytosis
2084,GO:1903259,23,P:exon-exon junction complex disassembly
2085,GO:0061620,23,P:glycolytic process through glucose-6-phosphate
2086,GO:0070651,23,P:nonfunctional rRNA decay
2087,GO:0071025,23,P:RNA surveillance
2088,GO:1904356,23,P:regulation of telomere maintenance via telomere lengthening
2089,GO:0002761,23,P:regulation of myeloid leukocyte differentiation
2090,GO:0034337,23,P:RNA folding
2091,GO:0090671,23,P:telomerase RNA localization to Cajal body
2092,GO:0032203,23,P:telomere formation via telomerase
2093,GO:0071629,23,P:cytoplasm protein quality control by the ubiquitin-proteasome system
2094,GO:0044602,23,P:protein deadenylylation
2095,GO:0002190,23,P:cap-independent translational initiation
2096,GO:0002192,23,P:IRES-dependent translational initiation of linear mRNA
2097,GO:0021547,23,P:midbrain-hindbrain boundary initiation
2098,GO:0021501,23,P:prechordal plate formation
2099,GO:0090138,23,P:regulation of actin cytoskeleton organization by cell-cell adhesion
2100,GO:0061143,23,P:alveolar primary septum development
2101,GO:0071939,23,P:vitamin A import into cell
2102,GO:0060378,23,P:regulation of brood size
2103,GO:0032491,23,P:detection of molecule of fungal origin
2104,GO:0015724,23,P:formate transport
2105,GO:1902979,23,P:mitotic DNA replication termination
2106,GO:0097198,23,P:histone H3-K36 trimethylation
2107,GO:1902866,23,P:regulation of retina development in camera-type eye
2108,GO:1901873,23,P:regulation of post-translational protein modification
2109,GO:0007112,23,P:male meiosis cytokinesis
2110,GO:0075512,23,P:clathrin-dependent endocytosis of virus by host cell
2111,GO:0071788,23,P:endoplasmic reticulum tubular network maintenance
2112,GO:0061757,23,P:leukocyte adhesion to arterial endothelial cell
2113,GO:0034972,23,P:histone H3-R26 methylation
2114,GO:0060817,23,P:inactivation of paternal X chromosome
2115,GO:0010966,23,P:regulation of phosphate transport
2116,GO:1904812,23,P:rRNA acetylation involved in maturation of SSU-rRNA
2117,GO:0051391,23,P:tRNA acetylation
2118,GO:0035822,23,P:gene conversion
2119,GO:1990968,23,P:modulation by host of RNA binding by virus
2120,GO:1990969,23,P:modulation by host of viral RNA-binding transcription factor activity
2121,GO:0009583,23,P:detection of light stimulus
2122,GO:0045234,23,P:protein palmitoleylation
2123,GO:0150063,23,P:visual system development
2124,GO:0042144,23,"P:vacuole fusion, non-autophagic"
2125,GO:0150044,23,P:regulation of postsynaptic dense core vesicle exocytosis
2126,GO:0150035,23,"P:regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission"
2127,GO:1904947,23,P:folate import into mitochondrion
2128,GO:1901256,23,P:regulation of macrophage colony-stimulating factor production
2129,GO:0007499,23,P:ectoderm and mesoderm interaction
2130,GO:0010481,23,P:epidermal cell division
2131,GO:0036525,23,P:protein deglycation
2132,GO:0044819,23,P:mitotic G1/S transition checkpoint signaling
2133,GO:0060007,23,P:linear vestibuloocular reflex
2134,GO:0002127,23,P:tRNA wobble base cytosine methylation
2135,GO:0003142,23,P:cardiogenic plate morphogenesis
2136,GO:0140438,23,P:protein stearoylation
2137,GO:0061910,23,P:autophagosome-endosome fusion
2138,GO:0060300,23,P:regulation of cytokine activity
2139,GO:0045103,23,P:intermediate filament-based process
2140,GO:2000431,23,"P:regulation of cytokinesis, actomyosin contractile ring assembly"
2141,GO:0048213,23,P:Golgi vesicle prefusion complex stabilization
2142,GO:0015864,23,P:pyrimidine nucleoside transport
2143,GO:0097497,23,P:blood vessel endothelial cell delamination
2144,GO:0036446,23,P:myofibroblast differentiation
2145,GO:0060658,23,P:nipple morphogenesis
2146,GO:0030302,23,P:deoxynucleotide transport
2147,GO:0032498,23,P:detection of muramyl dipeptide
2148,GO:0032875,23,P:regulation of DNA endoreduplication
2149,GO:0030954,23,P:astral microtubule nucleation
2150,GO:0006862,23,P:nucleotide transport
2151,GO:0061736,23,P:engulfment of target by autophagosome
2152,GO:0021793,23,P:chemorepulsion of branchiomotor axon
2153,GO:0050923,23,P:regulation of negative chemotaxis
2154,GO:0048319,23,P:axial mesoderm morphogenesis
2155,GO:0021999,23,P:neural plate anterior/posterior regionalization
2156,GO:0140569,23,P:extraction of mislocalized protein from ER membrane
2157,GO:0001717,23,P:conversion of seryl-tRNAsec to selenocys-tRNAsec
2158,GO:0090226,23,P:regulation of microtubule nucleation by Ran protein signal transduction
2159,GO:0000305,23,P:response to oxygen radical
2160,GO:0060345,23,P:spleen trabecula formation
2161,GO:0015838,23,P:amino-acid betaine transport
2162,GO:0072028,23,P:nephron morphogenesis
2163,GO:0033037,23,P:polysaccharide localization
2164,GO:0070586,23,P:cell-cell adhesion involved in gastrulation
2165,GO:0097734,23,P:extracellular exosome biogenesis
2166,GO:1990938,23,P:peptidyl-aspartic acid autophosphorylation
2167,GO:2000152,23,P:regulation of ubiquitin-specific protease activity
2168,GO:0035262,23,P:gonad morphogenesis
2169,GO:1902153,23,P:regulation of response to DNA damage checkpoint signaling
2170,GO:0120078,23,P:cell adhesion involved in sprouting angiogenesis
2171,GO:0000921,23,P:septin ring assembly
2172,GO:0072579,23,P:glycine receptor clustering
2173,GO:0018315,23,P:molybdenum incorporation into molybdenum-molybdopterin complex
2174,GO:0051666,23,P:actin cortical patch localization
2175,GO:0000917,23,P:division septum assembly
2176,GO:1903699,23,P:tarsal gland development
2177,GO:1903709,23,P:uterine gland development
2178,GO:0015739,23,P:sialic acid transport
2179,GO:0031445,23,P:regulation of heterochromatin formation
2180,GO:0035971,23,P:peptidyl-histidine dephosphorylation
2181,GO:0090199,23,P:regulation of release of cytochrome c from mitochondria
2182,GO:0036363,23,P:transforming growth factor beta activation
2183,GO:0042941,23,P:D-alanine transport
2184,GO:0042942,23,P:D-serine transport
2185,GO:1904640,23,P:response to methionine
2186,GO:0031129,23,P:inductive cell-cell signaling
2187,GO:0036153,23,P:triglyceride acyl-chain remodeling
2188,GO:0075523,23,P:viral translational frameshifting
2189,GO:1905774,23,P:regulation of DNA helicase activity
2190,GO:0044648,23,P:histone H3-K4 dimethylation
2191,GO:0046754,23,P:viral exocytosis
2192,GO:0018293,23,P:protein-FAD linkage
2193,GO:0036047,23,P:peptidyl-lysine demalonylation
2194,GO:0036049,23,P:peptidyl-lysine desuccinylation
2195,GO:0036046,23,P:protein demalonylation
2196,GO:0036048,23,P:protein desuccinylation
2197,GO:0036090,23,P:cleavage furrow ingression
2198,GO:0015774,23,P:polysaccharide transport
2199,GO:1905364,23,P:regulation of endosomal vesicle fusion
2200,GO:0044873,23,P:lipoprotein localization to membrane
2201,GO:2000142,23,P:regulation of DNA-templated transcription initiation
2202,GO:0051758,23,P:homologous chromosome movement towards spindle pole in meiosis I anaphase
2203,GO:0000732,23,P:strand displacement
2204,GO:0070392,23,P:detection of lipoteichoic acid
2205,GO:0032499,23,P:detection of peptidoglycan
2206,GO:1905805,23,P:excitatory synapse pruning
2207,GO:0071640,23,P:regulation of macrophage inflammatory protein 1 alpha production
2208,GO:0010610,23,P:regulation of mRNA stability involved in response to stress
2209,GO:0060734,23,P:regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
2210,GO:0019935,23,P:cyclic-nucleotide-mediated signaling
2211,GO:0010611,23,P:regulation of cardiac muscle hypertrophy
2212,GO:0070684,23,P:seminal clot liquefaction
