,Unnamed: 0,GO,Function
67246,67246,GO:0048613,P:embryonic ectodermal digestive tract morphogenesis
67274,67274,GO:0060461,P:right lung morphogenesis
67293,67293,GO:1902914,P:regulation of protein polyubiquitination
67316,67316,GO:0072010,P:glomerular epithelium development
67341,67341,GO:1902038,P:positive regulation of hematopoietic stem cell differentiation
67365,67365,GO:0007495,P:visceral mesoderm-endoderm interaction involved in midgut development
67379,67379,GO:0010650,P:positive regulation of cell communication by electrical coupling
67382,67382,GO:1900827,P:positive regulation of membrane depolarization during cardiac muscle cell action potential
67430,67430,GO:1903764,P:regulation of potassium ion export across plasma membrane
67431,67431,GO:1903286,P:regulation of potassium ion import
67462,67462,GO:0036285,P:SAGA complex assembly
67505,67505,GO:0140208,P:apoptotic process in response to mitochondrial fragmentation
67570,67570,GO:0120169,P:detection of cold stimulus involved in thermoception
67628,67628,GO:1900139,P:negative regulation of arachidonic acid secretion
67695,67695,GO:1903945,P:positive regulation of hepatocyte apoptotic process
67713,67713,GO:0007014,P:actin ubiquitination
67727,67727,GO:1903886,P:positive regulation of chemokine (C-C motif) ligand 20 production
67730,67730,GO:1903883,P:positive regulation of interleukin-17-mediated signaling pathway
67809,67809,GO:0034441,P:plasma lipoprotein particle oxidation
67917,67917,GO:2000798,P:negative regulation of amniotic stem cell differentiation
67921,67921,GO:2000706,P:negative regulation of dense core granule biogenesis
67983,67983,GO:0046318,P:negative regulation of glucosylceramide biosynthetic process
68012,68012,GO:1901563,P:response to camptothecin
68036,68036,GO:0090341,P:negative regulation of secretion of lysosomal enzymes
68100,68100,GO:0071765,P:nuclear inner membrane organization
68148,68148,GO:1903632,P:positive regulation of aminoacyl-tRNA ligase activity
68181,68181,GO:2000454,"P:positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation"
68388,68388,GO:1901211,P:negative regulation of cardiac chamber formation
68391,68391,GO:1901208,P:negative regulation of heart looping
68422,68422,GO:0090262,P:regulation of transcription-coupled nucleotide-excision repair
68432,68432,GO:0036494,P:positive regulation of translation initiation in response to endoplasmic reticulum stress
68502,68502,GO:0046146,P:tetrahydrobiopterin metabolic process
68554,68554,GO:0060825,P:fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
68592,68592,GO:2000313,P:regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
68692,68692,GO:0090174,P:organelle membrane fusion
68722,68722,GO:0007538,P:primary sex determination
68753,68753,GO:0090384,P:phagosome-lysosome docking
68764,68764,GO:1900079,P:regulation of arginine biosynthetic process
68767,68767,GO:0106049,P:regulation of cellular response to osmotic stress
68830,68830,GO:0003401,P:axis elongation
68904,68904,GO:1903626,P:positive regulation of DNA catabolic process
68920,68920,GO:1905843,P:regulation of cellular response to gamma radiation
69013,69013,GO:0099537,P:trans-synaptic signaling
69060,69060,GO:0090241,P:negative regulation of histone H4 acetylation
69089,69089,GO:1902605,P:heterotrimeric G-protein complex assembly
69101,69101,GO:0046958,P:nonassociative learning
69137,69137,GO:0051904,P:pigment granule transport
69212,69212,GO:0003117,P:regulation of vasoconstriction by circulating norepinephrine
69487,69487,GO:0090668,P:endothelial cell chemotaxis to vascular endothelial growth factor
69520,69520,GO:0061040,P:female gonad morphogenesis
69531,69531,GO:1905305,P:negative regulation of cardiac myofibril assembly
69547,69547,GO:0003251,P:positive regulation of cell proliferation involved in heart valve morphogenesis
69589,69589,GO:0097188,P:dentin mineralization
69615,69615,GO:0010272,P:response to silver ion
69646,69646,GO:1902443,P:negative regulation of ripoptosome assembly involved in necroptotic process
69695,69695,GO:0097753,P:membrane bending
69710,69710,GO:1902959,P:regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
69738,69738,GO:0044088,P:regulation of vacuole organization
69816,69816,GO:0062098,P:regulation of programmed necrotic cell death
69956,69956,GO:0070926,P:regulation of ATP:ADP antiporter activity
69958,69958,GO:0097343,P:ripoptosome assembly
69959,69959,GO:1901026,P:ripoptosome assembly involved in necroptotic process
70049,70049,GO:1901725,P:regulation of histone deacetylase activity
70089,70089,GO:0060730,P:regulation of intestinal epithelial structure maintenance
70123,70123,GO:0072214,P:metanephric cortex development
70124,70124,GO:0072219,P:metanephric cortical collecting duct development
70125,70125,GO:0072235,P:metanephric distal tubule development
70187,70187,GO:1902544,P:regulation of DNA N-glycosylase activity
70192,70192,GO:0012502,P:induction of programmed cell death
70242,70242,GO:0090216,P:positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity
70289,70289,GO:1990256,P:signal clustering
70327,70327,GO:2000645,P:negative regulation of receptor catabolic process
70543,70543,GO:0120056,P:large intestinal transit
70610,70610,GO:1990983,P:tRNA demethylation
70611,70611,GO:0002101,P:tRNA wobble cytosine modification
70623,70623,GO:0043501,P:skeletal muscle adaptation
70628,70628,GO:1903540,P:establishment of protein localization to postsynaptic membrane
70633,70633,GO:1901626,P:regulation of postsynaptic membrane organization
70791,70791,GO:0008057,P:eye pigment granule organization
70910,70910,GO:1905314,P:semi-lunar valve development
70943,70943,GO:0099156,P:cell-cell signaling via exosome
70952,70952,GO:0061586,P:positive regulation of transcription by transcription factor localization
71026,71026,GO:0036076,P:ligamentous ossification
71189,71189,GO:0002152,P:bile acid conjugation
71210,71210,GO:1904586,P:cellular response to putrescine
71214,71214,GO:1990828,P:hepatocyte dedifferentiation
71245,71245,GO:0043470,P:regulation of carbohydrate catabolic process
71253,71253,GO:0021541,P:ammon gyrus development
71342,71342,GO:0016203,P:muscle attachment
71348,71348,GO:0021682,P:nerve maturation
71457,71457,GO:1905833,P:negative regulation of microtubule nucleation
71479,71479,GO:0070202,P:regulation of establishment of protein localization to chromosome
71614,71614,GO:0098530,P:positive regulation of strand invasion
71633,71633,GO:1904530,P:negative regulation of actin filament binding
71716,71716,GO:1900260,P:negative regulation of RNA-dependent RNA polymerase activity
71760,71760,GO:0032043,P:mitochondrial DNA catabolic process
71772,71772,GO:0098937,P:anterograde dendritic transport
71866,71866,GO:0032960,P:regulation of inositol trisphosphate biosynthetic process
71875,71875,GO:0043157,P:response to cation stress
71900,71900,GO:0002617,P:negative regulation of macrophage antigen processing and presentation
71924,71924,GO:0002300,"P:CD8-positive, alpha-beta intraepithelial T cell differentiation"
71980,71980,GO:1901398,P:regulation of transforming growth factor beta3 activation
72014,72014,GO:1900142,P:negative regulation of oligodendrocyte apoptotic process
72015,72015,GO:2000533,P:negative regulation of renal albumin absorption
72044,72044,GO:1901135,P:carbohydrate derivative metabolic process
72111,72111,GO:0106288,P:regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA
72128,72128,GO:0071275,P:cellular response to aluminum ion
72147,72147,GO:1905672,P:negative regulation of lysosome organization
72172,72172,GO:0039521,P:suppression by virus of host autophagy
72209,72209,GO:1905934,P:negative regulation of cell fate determination
72219,72219,GO:2000227,P:negative regulation of pancreatic A cell differentiation
72222,72222,GO:0061106,P:negative regulation of stomach neuroendocrine cell differentiation
72236,72236,GO:0045977,"P:positive regulation of mitotic cell cycle, embryonic"
72251,72251,GO:0072141,P:renal interstitial fibroblast development
72262,72262,GO:0021558,P:trochlear nerve development
72315,72315,GO:0140131,P:positive regulation of lymphocyte chemotaxis
72342,72342,GO:0003412,P:establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis
72406,72406,GO:0006725,P:cellular aromatic compound metabolic process
72419,72419,GO:0015854,P:guanine transport
72428,72428,GO:0035364,P:thymine transport
72482,72482,GO:1902969,P:mitotic DNA replication
72524,72524,GO:0090073,P:positive regulation of protein homodimerization activity
72530,72530,GO:0043497,P:regulation of protein heterodimerization activity
72538,72538,GO:0060220,P:camera-type eye photoreceptor cell fate commitment
72562,72562,GO:0048074,P:negative regulation of eye pigmentation
72586,72586,GO:0030704,P:vitelline membrane formation
72631,72631,GO:0060121,P:vestibular receptor cell stereocilium organization
72694,72694,GO:0051307,P:meiotic chromosome separation
72722,72722,GO:0018200,P:peptidyl-glutamic acid modification
72771,72771,GO:1902983,P:DNA strand elongation involved in mitotic DNA replication
72784,72784,GO:1903741,P:negative regulation of phosphatidate phosphatase activity
72884,72884,GO:1901052,P:sarcosine metabolic process
72923,72923,GO:0045137,P:development of primary sexual characteristics
73079,73079,GO:0036102,P:leukotriene B4 metabolic process
73083,73083,GO:0097327,P:response to antineoplastic agent
73198,73198,GO:0033979,P:box H/ACA RNA metabolic process
73209,73209,GO:0055048,P:anastral spindle assembly
73223,73223,GO:1902846,P:positive regulation of mitotic spindle elongation
73225,73225,GO:1902365,P:positive regulation of protein localization to spindle pole body
73358,73358,GO:1903069,P:regulation of ER-associated ubiquitin-dependent protein catabolic process
73398,73398,GO:1903586,P:positive regulation of histone deubiquitination
73501,73501,GO:0055071,P:manganese ion homeostasis
73511,73511,GO:0006430,P:lysyl-tRNA aminoacylation
73560,73560,GO:0021685,P:cerebellar granular layer structural organization
73576,73576,GO:1903429,P:regulation of cell maturation
73609,73609,GO:0140493,P:very long-chain fatty acid beta-oxidation
73619,73619,GO:0099565,"P:chemical synaptic transmission, postsynaptic"
73628,73628,GO:1905835,P:cellular response to pyrimidine ribonucleotide
73715,73715,GO:2000514,"P:regulation of CD4-positive, alpha-beta T cell activation"
73743,73743,GO:0002644,P:negative regulation of tolerance induction
73746,73746,GO:1902482,P:regulatory T cell apoptotic process
73859,73859,GO:2000689,P:actomyosin contractile ring assembly actin filament organization
73882,73882,GO:0043933,P:protein-containing complex organization
73883,73883,GO:2000983,P:regulation of ATP citrate synthase activity
73922,73922,GO:0090219,P:negative regulation of lipid kinase activity
74020,74020,GO:0034213,P:quinolinate catabolic process
74114,74114,GO:1900753,P:doxorubicin transport
74208,74208,GO:0072595,P:maintenance of protein localization in organelle
74318,74318,GO:2000446,P:regulation of macrophage migration inhibitory factor signaling pathway
74431,74431,GO:0051878,P:lateral element assembly
74461,74461,GO:0045624,P:positive regulation of T-helper cell differentiation
74515,74515,GO:0060459,P:left lung development
74525,74525,GO:0060783,P:mesenchymal smoothened signaling pathway involved in prostate gland development
74539,74539,GO:2000357,P:negative regulation of kidney smooth muscle cell differentiation
74547,74547,GO:2000062,P:negative regulation of ureter smooth muscle cell differentiation
74558,74558,GO:0009949,P:polarity specification of anterior/posterior axis
74568,74568,GO:2000358,P:positive regulation of kidney smooth muscle cell differentiation
74573,74573,GO:0061189,P:positive regulation of sclerotome development
74580,74580,GO:2000063,P:positive regulation of ureter smooth muscle cell differentiation
74583,74583,GO:0060516,P:primary prostatic bud elongation
74590,74590,GO:0060782,P:regulation of mesenchymal cell proliferation involved in prostate gland development
74591,74591,GO:1900175,P:regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
74593,74593,GO:0060685,P:regulation of prostatic bud formation
74597,74597,GO:0060458,P:right lung development
74618,74618,GO:0060439,P:trachea morphogenesis
74619,74619,GO:1905327,P:tracheoesophageal septum formation
74675,74675,GO:0072172,P:mesonephric tubule formation
74719,74719,GO:0070478,"P:nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
74734,74734,GO:1903011,P:negative regulation of bone development
74735,74735,GO:1903611,P:negative regulation of calcium-dependent ATPase activity
74738,74738,GO:1903625,P:negative regulation of DNA catabolic process
74742,74742,GO:1903634,P:negative regulation of leucine-tRNA ligase activity
74749,74749,GO:1903629,P:positive regulation of dUTP diphosphatase activity
74769,74769,GO:1905716,P:negative regulation of cornification
74822,74822,GO:0045344,P:negative regulation of MHC class I biosynthetic process
74840,74840,GO:0099088,P:axonal transport of messenger ribonucleoprotein complex
74844,74844,GO:1903770,P:negative regulation of beta-galactosidase activity
74851,74851,GO:0032208,P:negative regulation of telomere maintenance via recombination
74855,74855,GO:1903824,P:negative regulation of telomere single strand break repair
74890,74890,GO:0001830,P:trophectodermal cell fate commitment
74993,74993,GO:1903798,P:regulation of miRNA maturation
74995,74995,GO:0070921,P:regulation of siRNA production
74996,74996,GO:0046782,P:regulation of viral transcription
75138,75138,GO:2000793,P:cell proliferation involved in heart valve development
75179,75179,GO:2000802,P:positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation
75208,75208,GO:1902888,P:protein localization to astral microtubule
75306,75306,GO:0014820,P:tonic smooth muscle contraction
75380,75380,GO:1905608,P:positive regulation of presynapse assembly
75422,75422,GO:0000435,P:positive regulation of transcription from RNA polymerase II promoter by galactose
75487,75487,GO:0001710,P:mesodermal cell fate commitment
75544,75544,GO:0042275,P:error-free postreplication DNA repair
75555,75555,GO:0098828,P:modulation of inhibitory postsynaptic potential
75598,75598,GO:1901610,P:positive regulation of vesicle transport along microtubule
75622,75622,GO:0001909,P:leukocyte mediated cytotoxicity
75701,75701,GO:0090317,P:negative regulation of intracellular protein transport
75706,75706,GO:2000590,P:negative regulation of metanephric mesenchymal cell migration
75725,75725,GO:0110113,P:positive regulation of lipid transporter activity
75726,75726,GO:2000478,P:positive regulation of metanephric podocyte development
75728,75728,GO:0033034,P:positive regulation of myeloid cell apoptotic process
75732,75732,GO:2000534,P:positive regulation of renal albumin absorption
75776,75776,GO:0022401,P:negative adaptation of signaling pathway
75825,75825,GO:0036333,P:hepatocyte homeostasis
75882,75882,GO:0098727,P:maintenance of cell number
75964,75964,GO:1903788,P:positive regulation of glutathione biosynthetic process
76051,76051,GO:0042938,P:dipeptide transport
76108,76108,GO:0003128,P:heart field specification
76115,76115,GO:0002524,P:hypersensitivity
76118,76118,GO:0036339,P:lymphocyte adhesion to endothelial cell of high endothelial venule
76130,76130,GO:0061974,P:perichondral bone morphogenesis
76138,76138,GO:1990823,P:response to leukemia inhibitory factor
76143,76143,GO:0060506,P:smoothened signaling pathway involved in lung development
76149,76149,GO:0060792,P:sweat gland development
76237,76237,GO:0003026,P:regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback
76256,76256,GO:1901827,P:zeaxanthin biosynthetic process
76440,76440,GO:0032739,P:positive regulation of interleukin-16 production
76497,76497,GO:0070253,P:somatostatin secretion
76502,76502,GO:0051630,P:acetylcholine uptake
76606,76606,GO:0010722,P:regulation of ferrochelatase activity
76616,76616,GO:0071329,P:cellular response to sucrose stimulus
76640,76640,GO:0002828,P:regulation of type 2 immune response
76724,76724,GO:0002420,P:natural killer cell mediated cytotoxicity directed against tumor cell target
76769,76769,GO:0099551,"P:trans-synaptic signaling by neuropeptide, modulating synaptic transmission"
76862,76862,GO:1900210,P:positive regulation of cardiolipin metabolic process
76930,76930,GO:0010092,P:specification of animal organ identity
77109,77109,GO:1990262,P:anti-Mullerian hormone signaling pathway
77125,77125,GO:0060678,P:dichotomous subdivision of terminal units involved in ureteric bud branching
77127,77127,GO:0072213,P:metanephric capsule development
77128,77128,GO:0072267,P:metanephric capsule specification
77131,77131,GO:0072076,P:nephrogenic mesenchyme development
77139,77139,GO:0042537,P:benzene-containing compound metabolic process
77180,77180,GO:0071680,P:response to indole-3-methanol
77270,77270,GO:0051029,P:rRNA transport
77294,77294,GO:0006185,P:dGDP biosynthetic process
77325,77325,GO:1901006,P:ubiquinone-6 biosynthetic process
77424,77424,GO:1904899,P:positive regulation of hepatic stellate cell proliferation
77449,77449,GO:0010707,P:globoside biosynthetic process via lactosylceramide
77475,77475,GO:0019255,P:glucose 1-phosphate metabolic process
77486,77486,GO:0046070,P:dGTP metabolic process
77487,77487,GO:0008617,P:guanosine metabolic process
77491,77491,GO:0046122,P:purine deoxyribonucleoside metabolic process
77516,77516,GO:0000097,P:sulfur amino acid biosynthetic process
77556,77556,GO:1904791,P:negative regulation of shelterin complex assembly
77664,77664,GO:0061824,P:cytosolic ciliogenesis
77718,77718,GO:0140591,P:nuclear envelope budding
77737,77737,GO:0021956,P:central nervous system interneuron axonogenesis
77862,77862,GO:0021936,P:regulation of cerebellar granule cell precursor proliferation
77892,77892,GO:1904283,P:negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I
77993,77993,GO:0043251,P:sodium-dependent organic anion transport
78056,78056,GO:0021830,P:interneuron migration from the subpallium to the cortex
78226,78226,GO:2000118,P:regulation of sodium-dependent phosphate transport
78256,78256,GO:0003330,P:regulation of extracellular matrix constituent secretion
78275,78275,GO:1990438,P:U6 2'-O-snRNA methylation
78327,78327,GO:0090410,P:malonate catabolic process
78373,78373,GO:0097045,P:phosphatidylserine exposure on blood platelet
78388,78388,GO:0043041,P:amino acid activation for nonribosomal peptide biosynthetic process
78389,78389,GO:0019482,P:beta-alanine metabolic process
78421,78421,GO:1903910,P:negative regulation of receptor clustering
78425,78425,GO:0099158,P:regulation of recycling endosome localization within postsynapse
78578,78578,GO:0060721,P:regulation of spongiotrophoblast cell proliferation
78580,78580,GO:0061526,P:acetylcholine secretion
78582,78582,GO:0035675,P:neuromast hair cell development
78583,78583,GO:0032475,P:otolith formation
78643,78643,GO:0044774,P:mitotic DNA integrity checkpoint signaling
78644,78644,GO:2001251,P:negative regulation of chromosome organization
78704,78704,GO:2000103,P:positive regulation of mammary stem cell proliferation
78705,78705,GO:1904677,P:positive regulation of somatic stem cell division
78709,78709,GO:0000959,P:mitochondrial RNA metabolic process
78723,78723,GO:0033215,P:reductive iron assimilation
78798,78798,GO:0051039,P:positive regulation of transcription involved in meiotic cell cycle
78810,78810,GO:0086069,P:bundle of His cell to Purkinje myocyte communication
78862,78862,GO:0002757,P:immune response-activating signaling pathway
78969,78969,GO:0036292,P:DNA rewinding
79040,79040,GO:0055111,P:ingression involved in gastrulation with mouth forming second
79060,79060,GO:0070127,P:tRNA aminoacylation for mitochondrial protein translation
79119,79119,GO:0042774,P:plasma membrane ATP synthesis coupled electron transport
79127,79127,GO:0070143,P:mitochondrial alanyl-tRNA aminoacylation
79139,79139,GO:1905457,P:negative regulation of lymphoid progenitor cell differentiation
79233,79233,GO:0009133,P:nucleoside diphosphate biosynthetic process
79235,79235,GO:0009124,P:nucleoside monophosphate biosynthetic process
79236,79236,GO:0097370,P:protein O-GlcNAcylation via threonine
79248,79248,GO:0090275,P:negative regulation of somatostatin secretion
79346,79346,GO:1903125,P:negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation
79403,79403,GO:1904887,P:Wnt signalosome assembly
79411,79411,GO:0030473,P:nuclear migration along microtubule
79450,79450,GO:0097298,P:regulation of nucleus size
79517,79517,GO:1901668,P:regulation of superoxide dismutase activity
79597,79597,GO:1904064,P:positive regulation of cation transmembrane transport
79654,79654,GO:2000057,P:negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis
79691,79691,GO:1903580,P:positive regulation of ATP metabolic process
79761,79761,GO:1901622,P:positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning
79795,79795,GO:1902389,P:ceramide 1-phosphate transport
79905,79905,GO:0009259,P:ribonucleotide metabolic process
79915,79915,GO:0045623,P:negative regulation of T-helper cell differentiation
79926,79926,GO:1900151,"P:regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
79944,79944,GO:0006756,P:AMP phosphorylation
79945,79945,GO:0061566,P:CMP phosphorylation
79946,79946,GO:0061565,P:dAMP phosphorylation
79947,79947,GO:0061567,P:dCMP phosphorylation
79958,79958,GO:0061890,P:positive regulation of astrocyte activation
79974,79974,GO:0120221,P:maintenance of ciliary planar beating movement pattern
79988,79988,GO:0030961,P:peptidyl-arginine hydroxylation
79989,79989,GO:0140484,P:5-aminolevulinic acid import across plasma membrane
80155,80155,GO:0035600,P:tRNA methylthiolation
80185,80185,GO:0006480,P:N-terminal protein amino acid methylation
80187,80187,GO:0060147,P:regulation of post-transcriptional gene silencing
80326,80326,GO:1900036,P:positive regulation of cellular response to heat
80367,80367,GO:0051638,P:barbed-end actin filament uncapping
80482,80482,GO:0120323,P:lipid ubiquitination
80577,80577,GO:0009794,"P:regulation of mitotic cell cycle, embryonic"
80906,80906,GO:0061339,P:establishment or maintenance of monopolar cell polarity
80923,80923,GO:2000119,P:negative regulation of sodium-dependent phosphate transport
80968,80968,GO:0043604,P:amide biosynthetic process
81003,81003,GO:0034627,P:'de novo' NAD biosynthetic process
81021,81021,GO:0060620,P:regulation of cholesterol import
81033,81033,GO:1901787,P:benzoyl-CoA metabolic process
81070,81070,GO:0035039,P:male pronucleus assembly
81118,81118,GO:1990755,P:mitotic spindle microtubule depolymerization
81179,81179,GO:0090132,P:epithelium migration
81192,81192,GO:0061588,P:calcium activated phospholipid scrambling
81205,81205,GO:1901623,P:regulation of lymphocyte chemotaxis
81241,81241,GO:0035261,P:external genitalia morphogenesis
81250,81250,GO:0061780,P:mitotic cohesin loading
81282,81282,GO:0035788,P:cell migration involved in metanephros development
81442,81442,GO:1903712,P:cysteine transmembrane transport
81459,81459,GO:0042669,P:regulation of inner ear auditory receptor cell fate specification
81466,81466,GO:0071579,P:regulation of zinc ion transport
81481,81481,GO:0070078,P:histone H3-R2 demethylation
81482,81482,GO:0070079,P:histone H4-R3 demethylation
81488,81488,GO:0018395,P:peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
81509,81509,GO:0034470,P:ncRNA processing
81596,81596,GO:0062003,"P:negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
81612,81612,GO:1905381,P:negative regulation of snRNA transcription by RNA polymerase II
81692,81692,GO:0036445,P:neuronal stem cell division
81773,81773,GO:1990697,P:protein depalmitoleylation
81916,81916,GO:1903743,P:negative regulation of anterograde synaptic vesicle transport
81917,81917,GO:1902684,P:negative regulation of receptor localization to synapse
81930,81930,GO:0070145,P:mitochondrial asparaginyl-tRNA aminoacylation
81997,81997,GO:2000626,P:negative regulation of miRNA catabolic process
82003,82003,GO:0140235,P:RNA polyadenylation at postsynapse
82026,82026,GO:1904683,P:regulation of metalloendopeptidase activity
82048,82048,GO:1900364,P:negative regulation of mRNA polyadenylation
82127,82127,GO:0006667,P:sphinganine metabolic process
82130,82130,GO:1901307,P:positive regulation of spermidine biosynthetic process
82131,82131,GO:0009446,P:putrescine biosynthetic process
82209,82209,GO:0110030,P:regulation of G2/MI transition of meiotic cell cycle
82245,82245,GO:0090077,P:foam cell differentiation
82246,82246,GO:0034439,P:lipoprotein lipid oxidation
82272,82272,GO:0034128,P:negative regulation of MyD88-independent toll-like receptor signaling pathway
82300,82300,GO:0043143,P:regulation of translation by machinery localization
82307,82307,GO:0007604,"P:phototransduction, UV"
82326,82326,GO:0070084,P:protein initiator methionine removal
82424,82424,GO:2000408,P:negative regulation of T cell extravasation
82454,82454,GO:0038123,P:toll-like receptor TLR1:TLR2 signaling pathway
82491,82491,GO:1904729,P:regulation of intestinal lipid absorption
82632,82632,GO:0001808,P:negative regulation of type IV hypersensitivity
82705,82705,GO:0070285,P:pigment cell development
82746,82746,GO:0045898,P:regulation of RNA polymerase II transcription preinitiation complex assembly
82765,82765,GO:0044726,P:maintenance of DNA methylation at imprinted genes
82780,82780,GO:2000293,P:negative regulation of defecation
82799,82799,GO:0060648,P:mammary gland bud morphogenesis
82824,82824,GO:0034355,P:NAD salvage
82831,82831,GO:0140048,P:manganese ion export across plasma membrane
82907,82907,GO:0016269,"P:O-glycan processing, core 3"
82933,82933,GO:0061514,P:interleukin-34-mediated signaling pathway
82948,82948,GO:0160054,P:microfibril assembly
83097,83097,GO:0014906,P:myotube cell development involved in skeletal muscle regeneration
83120,83120,GO:1903954,P:positive regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization
83123,83123,GO:1901207,P:regulation of heart looping
83253,83253,GO:0046546,P:development of primary male sexual characteristics
83274,83274,GO:1904120,P:positive regulation of otic vesicle morphogenesis
83289,83289,GO:0046057,P:dADP catabolic process
83290,83290,GO:0046067,P:dGDP catabolic process
83375,83375,GO:0006294,"P:nucleotide-excision repair, preincision complex assembly"
83384,83384,GO:1905090,P:negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
83447,83447,GO:0015805,P:S-adenosyl-L-methionine transport
83476,83476,GO:0021687,P:cerebellar molecular layer morphogenesis
83481,83481,GO:0110026,P:regulation of DNA strand resection involved in replication fork processing
83535,83535,GO:2001178,P:positive regulation of mediator complex assembly
83722,83722,GO:0014052,P:regulation of gamma-aminobutyric acid secretion
83773,83773,GO:0033345,P:asparagine catabolic process via L-aspartate
83789,83789,GO:0016073,P:snRNA metabolic process
83790,83790,GO:0040031,P:snRNA modification
83844,83844,GO:0019918,"P:peptidyl-arginine methylation, to symmetrical-dimethyl arginine"
83855,83855,GO:1904697,P:regulation of acinar cell proliferation
83857,83857,GO:1904002,P:regulation of sebum secreting cell proliferation
84006,84006,GO:0019319,P:hexose biosynthetic process
84008,84008,GO:0009200,P:deoxyribonucleoside triphosphate metabolic process
84111,84111,GO:1903825,P:organic acid transmembrane transport
84131,84131,GO:0097476,P:spinal cord motor neuron migration
84165,84165,GO:0035992,P:tendon formation
84194,84194,GO:0140354,P:lipid import into cell
84275,84275,GO:0060566,P:positive regulation of termination of DNA-templated transcription
84276,84276,GO:2000806,"P:positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled"
84434,84434,GO:0071660,P:positive regulation of IP-10 production
84497,84497,GO:0071908,P:determination of intestine left/right asymmetry
84501,84501,GO:0071909,P:determination of stomach left/right asymmetry
84515,84515,GO:2000167,P:regulation of planar cell polarity pathway involved in neural tube closure
84543,84543,GO:1904055,P:negative regulation of cholangiocyte proliferation
84595,84595,GO:2001051,P:positive regulation of tendon cell differentiation
84597,84597,GO:0021509,P:roof plate formation
84634,84634,GO:0060232,P:delamination
84636,84636,GO:0060234,P:neuroblast delamination
84671,84671,GO:0071922,P:regulation of cohesin loading
84780,84780,GO:0043370,"P:regulation of CD4-positive, alpha-beta T cell differentiation"
84808,84808,GO:1905513,P:negative regulation of short-term synaptic potentiation
84836,84836,GO:0002100,P:tRNA wobble adenosine to inosine editing
84880,84880,GO:0001112,P:DNA-templated transcription open complex formation
84961,84961,GO:0055113,P:epiboly involved in gastrulation with mouth forming second
85046,85046,GO:0016094,P:polyprenol biosynthetic process
85088,85088,GO:0036325,P:vascular endothelial growth factor receptor-3 signaling pathway
85147,85147,GO:0060481,P:lobar bronchus epithelium development
85187,85187,GO:0018021,P:peptidyl-histidine methylation
85193,85193,GO:0070472,P:regulation of uterine smooth muscle contraction
85218,85218,GO:1904247,P:positive regulation of polynucleotide adenylyltransferase activity
85248,85248,GO:0022607,P:cellular component assembly
85253,85253,GO:0043973,P:histone H3-K4 acetylation
85289,85289,GO:1904777,P:negative regulation of protein localization to cell cortex
85292,85292,GO:0098725,P:symmetric cell division
85347,85347,GO:0032379,P:positive regulation of intracellular lipid transport
85408,85408,GO:0032023,P:trypsinogen activation
85557,85557,GO:0140253,P:cell-cell fusion
85571,85571,GO:0021503,P:neural fold bending
85602,85602,GO:0032196,P:transposition
85604,85604,GO:0080121,P:AMP transport
85606,85606,GO:0035349,P:coenzyme A transmembrane transport
85651,85651,GO:0097213,P:regulation of lysosomal membrane permeability
85783,85783,GO:1905869,P:negative regulation of 3'-UTR-mediated mRNA stabilization
85819,85819,GO:2000212,P:negative regulation of glutamate metabolic process
85861,85861,GO:1903457,P:lactate catabolic process
85932,85932,GO:1902465,P:negative regulation of histone H3-K27 trimethylation
85952,85952,GO:1902415,P:regulation of mRNA binding
85964,85964,GO:0044725,P:chromatin reprogramming in the zygote
85972,85972,GO:0033609,P:oxalate metabolic process
86197,86197,GO:0046360,P:2-oxobutyrate biosynthetic process
86199,86199,GO:0009071,P:serine family amino acid catabolic process
86217,86217,GO:1904328,P:regulation of myofibroblast contraction
86294,86294,GO:0015744,P:succinate transport
86335,86335,GO:0060470,P:positive regulation of cytosolic calcium ion concentration involved in egg activation
86382,86382,GO:0090104,P:pancreatic epsilon cell differentiation
86452,86452,GO:0071622,P:regulation of granulocyte chemotaxis
86635,86635,GO:0090321,P:positive regulation of chylomicron remnant clearance
